created_at,full_text,polarity,screen_name
2021-06-30 18:30:25+00:00,"Images of rescue workers navigating a dusty rubble moonscape in South Florida may recall for some people the scene following another, very different type of catastrophe: the terrorist attacks on the World Trade Center. https://t.co/Fz8QhugWd7 https://t.co/ynfb8e2TrS",-0.125,nytimes
2021-06-30 18:20:06+00:00,The House voted on Tuesday to remove statues honoring Confederate and other white supremacist leaders from public display at the United States Capitol. https://t.co/zVdlYkyA3v https://t.co/U22KDEszxH,-0.041666666666666664,nytimes
2021-06-30 18:15:06+00:00,"More than a hundred deaths in British Columbia have been linked to a heat wave that has roasted parts of western Canada, broken previous national heat records three days in a row and sent thousands scrambling for relief. https://t.co/N6qEpYA4Fq",-0.013333333333333336,nytimes
2021-06-30 18:00:14+00:00,Police in France have arrested a woman who they say is the spectator who held up a sign and caused a serious crash at the Tour de France on Saturday. https://t.co/wwgrWqOTtH,-0.3333333333333333,nytimes
2021-06-30 17:15:08+00:00,What exactly went wrong with the New York City mayor's race yesterday? Here's a recap of the chaos. https://t.co/M2qNbZ634M,-0.03787878787878788,nytimes
2021-06-30 17:10:07+00:00,"Why is everyone so concerned about the Delta variant?
Does the call for masking mean the vaccines don’t offer enough protection? 
And should vaccinated people be worried about breakthrough infections? 

Here are some answers. https://t.co/UHSxHR9MuQ",-0.15625,nytimes
2021-06-30 16:53:40+00:00,"Tuesday’s erroneous results showed a remarkable tightening of the gap between the mayoral candidates Eric Adams and Kathryn Garcia. Today, New Yorkers will learn whether those results hold up, or were merely the product of an error. https://t.co/UNSwaNL71N",-0.02840909090909091,nytimes
2021-06-30 16:51:39+00:00,"On Election Day 2018, some voters were forced to wait in four-hour lines because of jammed machines. Mayor Bill de Blasio called the situation at poll sites “absolutely unacceptable” and said it showed that the city’s Board of Elections was “broken.” https://t.co/DyrBEuRrq0",-0.15000000000000002,nytimes
2021-06-30 16:51:39+00:00,"Last year, the Board of Elections sent erroneous ballots to nearly 100,000 New Yorkers seeking to vote by mail, a massive glitch that raised doubts about the city’s ability to handle the millions of mail-in ballots expected in the presidential election. https://t.co/JAuAmEDdlA",-0.09272727272727273,nytimes
2021-06-30 16:50:34+00:00,"The fiasco is just one in a long history of blunders by New York City’s Board of Elections. For decades, basically ever since its founding, critics have complained about the board's structure, its history of nepotism and its lack of accountability. https://t.co/74WHZ0hgiP",-0.07121212121212121,nytimes
2021-06-30 16:30:08+00:00,"Allison Mack, an actress on ""Smallville,"" will be sentenced today after she pleaded guilty for her role in recruiting women into the Nxivm sex cult.

Here is a timeline of what led to this moment. https://t.co/Hm6KpNbfxS https://t.co/13RIWOelMH",-0.5,nytimes
2021-06-30 16:15:49+00:00,"We synchronized and mapped out thousands of videos to identify how a domino effect took hold of the mob that day. We tracked rioters from one side of the building around to the other, in an incident that left the Capitol completely surrounded. https://t.co/6Wiow5V8Vl",-0.008333333333333331,nytimes
2021-06-30 15:45:08+00:00,The collapse of a South Florida condo tower was not caused by a terrorist attack; it was an apparent structural failure. But the images of a dusty rubble moonscape may recall for some people the early days following the World Trade Center catastrophe. https://t.co/AUwSKbCpXR,-0.11111111111111112,nytimes
